Nombre,Código UTA 2020,Latitud,Longitud,Provincia,Población INDEC,Hogares con agua de red pública,Hogares con desague de cloaca a red pública,Hogares con red de gas,Hogares con heladera,"Total de hogares para variable agua de red pública, gas y heladera",Total de hogares para variable cloaca a red pública,Hogares con tenencia irregular de terreno o vivienda,Cantidad total de viviendas,Hogares con déficit habitacional cuantitativo simple,Hogares con déficit habitacional cuantitativo compuesto,Viviendas irrecuperables,Hogares con Necesidades Básicas Insatisfechas,Hogares con hacinamiento crítico
puan,6651,-38.2787652,-63.308047,buenos aires,15743.0,86.0,16.0,58.0,96.0,6328.0,6354.0,8.0,6243.0,1.0,2.0,65.0,1.0,0.0
caucete,70035,-31.70272711,-68.28587359,san juan,38343.0,90.0,54.0,41.0,89.0,9452.0,9463.0,26.0,8852.0,6.0,20.0,1383.0,15.0,8.0
berazategui,6091,-34.832640469,-58.100841229,buenos aires,324244.0,94.0,66.0,67.0,95.0,93164.0,93205.0,14.0,86248.0,7.0,12.0,4339.0,10.0,4.0
oran,66126,-22.9746,-64.41384,salta,138838.0,90.0,60.0,24.0,76.0,31859.0,31940.0,25.0,29100.0,8.0,27.0,6102.0,30.0,11.0
san pedro,6770,-33.6362648,-59.7862782,buenos aires,59036.0,92.0,71.0,59.0,97.0,18441.0,18479.0,16.0,17409.0,5.0,9.0,673.0,7.0,3.0
silipica,86189,-28.10344,-64.08491,santiago del estero,7712.0,57.0,0.0,0.0,66.0,1819.0,1820.0,27.0,1620.0,10.0,30.0,350.0,27.0,12.0
lules,90063,-26.94954,-65.30289,tucuman,68474.0,89.0,44.0,30.0,89.0,16361.0,16379.0,21.0,14607.0,10.0,18.0,1305.0,18.0,7.0
san martin,18147,-29.361106301,-56.802426101,corrientes,13140.0,81.0,24.0,0.0,81.0,3661.0,3702.0,23.0,3525.0,3.0,13.0,367.0,14.0,5.0
hipolito yrigoyen,6406,-36.1793412,-61.6445672,buenos aires,9585.0,86.0,57.0,40.0,96.0,3295.0,3305.0,8.0,3206.0,2.0,3.0,36.0,3.0,1.0
ezeiza,6270,-34.9645699,-58.5460971,buenos aires,163722.0,17.0,16.0,62.0,96.0,44487.0,44519.0,13.0,41661.0,6.0,12.0,2705.0,14.0,7.0
general belgrano,22049,-26.965077007,-61.030713589,chaco,11988.0,33.0,0.0,0.0,73.0,3078.0,3083.0,24.0,2931.0,4.0,9.0,142.0,24.0,6.0
iruya,66070,-22.7747986,-65.14338644,salta,5987.0,60.0,13.0,0.0,30.0,1504.0,1511.0,9.0,1366.0,9.0,33.0,362.0,27.0,10.0
rio chico,90077,-27.4543092,-65.603622,tucuman,56847.0,91.0,45.0,24.0,90.0,14088.0,14101.0,15.0,13097.0,7.0,10.0,469.0,14.0,6.0
moreno,6560,-34.558659572,-58.816301089,buenos aires,452505.0,41.0,18.0,56.0,96.0,124016.0,124081.0,17.0,114125.0,7.0,13.0,6866.0,12.0,6.0
toay,42140,-36.87195836,-64.78146927,la pampa,12409.0,62.0,48.0,71.0,96.0,3836.0,3847.0,8.0,3743.0,2.0,3.0,57.0,4.0,2.0
santa barbara,38070,-24.135713577,-64.588111877,jujuy,17730.0,86.0,35.0,0.0,72.0,4369.0,4380.0,20.0,3923.0,10.0,21.0,512.0,25.0,11.0
juan b alberdi,90042,-27.60163,-65.5373,tucuman,30237.0,85.0,54.0,39.0,88.0,7554.0,7561.0,25.0,7148.0,5.0,9.0,336.0,16.0,7.0
telsen,26105,-42.770240784,-67.66608429,chubut,1644.0,67.0,0.0,0.0,66.0,632.0,640.0,17.0,591.0,6.0,10.0,24.0,6.0,3.0
picun leufu,58098,-39.183082581,-69.37890625,neuquen,4578.0,76.0,58.0,59.0,86.0,1461.0,1467.0,19.0,1428.0,2.0,5.0,54.0,10.0,4.0
mburucuya,18098,-27.957044103,-57.937049714,corrientes,9252.0,75.0,26.0,0.0,72.0,2524.0,2529.0,27.0,2482.0,1.0,16.0,386.0,21.0,9.0
chamical,46035,-30.38569434,-66.26041862,la rioja,14160.0,95.0,9.0,18.0,87.0,4058.0,4072.0,14.0,3911.0,3.0,9.0,215.0,13.0,5.0
fray mamerto esquiu,10063,-28.301939011,-65.72743988,catamarca,11896.0,99.0,6.0,10.0,95.0,3019.0,3021.0,11.0,2844.0,5.0,7.0,48.0,8.0,4.0
san lorenzo,22147,-27.252048067,-60.516104742,chaco,14702.0,69.0,1.0,0.0,70.0,3992.0,3997.0,35.0,3759.0,5.0,10.0,192.0,21.0,7.0
rio senguer,26084,-45.68628224,-70.26062851,chubut,5979.0,79.0,14.0,59.0,74.0,1984.0,2036.0,18.0,1848.0,6.0,9.0,61.0,8.0,1.0
concepcion,18028,-28.268879386,-58.121856392,corrientes,21113.0,86.0,4.0,0.0,68.0,5205.0,5220.0,31.0,5024.0,3.0,42.0,2025.0,39.0,10.0
tehuelches,26098,-43.827476502,-69.90713501,chubut,5390.0,87.0,5.0,74.0,75.0,1793.0,1834.0,22.0,1717.0,4.0,6.0,49.0,9.0,3.0
lujan,6497,-34.4619848,-59.1744878,buenos aires,106273.0,48.0,39.0,46.0,96.0,32524.0,32595.0,10.0,30978.0,4.0,7.0,873.0,6.0,2.0
comuna 6,2006,-34.6168255,-58.44360311,ciudad de buenos aires,176076.0,99.0,99.0,98.0,99.0,74973.0,75302.0,9.0,72942.0,3.0,3.0,130.0,2.0,0.0
juan f ibarra,86098,-27.95003,-61.84724,santiago del estero,18051.0,51.0,0.0,0.0,67.0,4180.0,4187.0,21.0,3787.0,9.0,38.0,1207.0,25.0,9.0
iglesia,70049,-30.270130157,-69.191162109,san juan,9099.0,92.0,0.0,0.0,88.0,1753.0,1770.0,21.0,1680.0,4.0,17.0,230.0,15.0,6.0
tornquist,6819,-38.41312,-62.79452,buenos aires,12723.0,84.0,42.0,65.0,94.0,4538.0,4565.0,8.0,4472.0,1.0,2.0,51.0,3.0,1.0
comuna 1,2001,-34.625047864,-58.384387226,ciudad de buenos aires,205886.0,98.0,94.0,82.0,91.0,82373.0,85079.0,12.0,78360.0,7.0,9.0,955.0,15.0,3.0
biedma,26007,-42.329257965,-65.631347656,chubut,82883.0,97.0,85.0,90.0,95.0,24471.0,24667.0,11.0,23008.0,5.0,8.0,662.0,8.0,5.0
junin,6413,-34.5109222,-60.865793,buenos aires,90305.0,92.0,84.0,55.0,96.0,30315.0,30389.0,8.0,29073.0,4.0,5.0,419.0,4.0,2.0
languineo,26056,-42.66468787,-70.44354981,chubut,3085.0,66.0,41.0,29.0,61.0,1073.0,1094.0,15.0,957.0,10.0,15.0,50.0,13.0,2.0
iguazu,54063,-25.86430349,-54.55489168,misiones,82227.0,71.0,10.0,0.0,84.0,21466.0,21590.0,18.0,20617.0,3.0,14.0,2257.0,21.0,6.0
florencio varela,6274,-34.827580703,-58.222912004,buenos aires,426005.0,76.0,27.0,36.0,94.0,113135.0,113194.0,18.0,104128.0,7.0,16.0,9606.0,17.0,7.0
laprida,6448,-37.52471,-60.961140001,buenos aires,10210.0,86.0,50.0,34.0,92.0,3472.0,3482.0,9.0,3373.0,2.0,3.0,19.0,3.0,1.0
general san martin,14042,-32.341236927,-62.996217056,cordoba,127454.0,81.0,61.0,68.0,97.0,41871.0,41962.0,8.0,40341.0,3.0,4.0,427.0,4.0,2.0
sarmiento,26091,-45.597201576,-69.14443499,chubut,11396.0,94.0,74.0,90.0,92.0,3262.0,3283.0,12.0,3059.0,6.0,7.0,52.0,8.0,3.0
san carlos,66154,-25.54455,-65.82056,salta,7016.0,63.0,46.0,0.0,61.0,1652.0,1663.0,30.0,1415.0,14.0,29.0,245.0,21.0,8.0
patino,34035,-24.61192,-60.300329999,formosa,68581.0,62.0,1.0,0.0,64.0,18856.0,18916.0,22.0,17939.0,4.0,20.0,3000.0,26.0,11.0
iriondo,82056,-32.929034308,-61.265623766,santa fe,66675.0,89.0,62.0,47.0,97.0,21896.0,21953.0,11.0,21042.0,3.0,4.0,237.0,4.0,2.0
rosario,82084,-33.079010075,-60.913799568,santa fe,1193605.0,96.0,61.0,67.0,96.0,392533.0,393104.0,14.0,354507.0,9.0,12.0,10256.0,6.0,2.0
minas,58077,-37.05693858,-70.77617021,neuquen,7234.0,75.0,41.0,51.0,86.0,2195.0,2207.0,17.0,1978.0,9.0,14.0,104.0,13.0,4.0
laishi,34021,-26.652492523,-58.341789248,formosa,17063.0,66.0,4.0,0.0,74.0,4538.0,4545.0,27.0,4360.0,3.0,16.0,572.0,20.0,10.0
chicligasta,90021,-27.3126707,-65.4820785,tucuman,80735.0,92.0,51.0,28.0,90.0,19864.0,19890.0,15.0,18348.0,7.0,12.0,934.0,15.0,7.0
brandsen,6119,-34.9854674,-58.1762428,buenos aires,26367.0,63.0,34.0,91.0,98.0,8324.0,8336.0,10.0,8016.0,3.0,8.0,360.0,8.0,3.0
misiones capital,54028,-27.476594927,-55.921699607,misiones,324756.0,92.0,43.0,0.0,91.0,93120.0,93276.0,16.0,87471.0,6.0,12.0,5935.0,11.0,3.0
san javier,82098,-29.42420679,-59.979554751,santa fe,30959.0,72.0,8.0,0.0,81.0,9103.0,9123.0,24.0,8737.0,4.0,15.0,1011.0,11.0,7.0
maipu,6511,-37.0161454,-57.4884889,buenos aires,10188.0,90.0,44.0,65.0,97.0,3447.0,3454.0,9.0,3369.0,2.0,4.0,84.0,4.0,2.0
leandro n alem,6462,-34.4448464,-61.3192363,buenos aires,16799.0,65.0,56.0,30.0,96.0,5783.0,5797.0,9.0,5653.0,2.0,3.0,75.0,4.0,1.0
comuna 14,2014,-34.573899984,-58.422436452,ciudad de buenos aires,225970.0,99.0,99.0,96.0,98.0,102623.0,103104.0,9.0,99552.0,3.0,3.0,282.0,2.0,0.0
colon,14021,-31.256244809,-63.953403942,cordoba,225151.0,91.0,13.0,27.0,95.0,63780.0,63993.0,12.0,60380.0,5.0,6.0,792.0,7.0,4.0
